"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Diminisher Witch","woe","Near Mint","English","","","2023-10-01 10:02:06.313000","46","False","False","0.01"
"1","1","Dimir Aqueduct","znc","Near Mint","German","","","2023-10-01 10:02:06.313000","126","False","False","0.38"
"1","1","Dimir Guildgate","znc","Near Mint","German","","","2023-10-01 10:02:06.313000","127","False","False","0.05"
"1","1","Dimir Keyrune","znc","Near Mint","German","","","2023-10-01 10:02:06.313000","110","False","False","0.10"
"1","1","Dimir Locket","znc","Near Mint","German","","","2023-10-01 10:02:06.313000","111","False","False","0.10"
"1","1","Dimir Signet","znc","Near Mint","German","","","2023-10-01 10:02:06.313000","112","False","False","2.32"
"1","1","Dimir Signet","lcc","Near Mint","English","","","2023-12-24 22:14:40.263000","302","False","False",""
"1","1","Dino DNA","rex","Near Mint","English","","","2024-01-13 22:15:22.680000","20","False","False","7.11"
"1","1","Dinosaur","tlci","Near Mint","English","","","2024-01-13 22:15:22.680000","10","False","False","0.31"
"1","1","Dinosaur","tlci","Near Mint","English","","","2024-01-13 22:15:22.680000","9","False","False","0.25"
"1","1","Dinosaur Egg","lcc","Near Mint","English","","","2023-12-24 22:35:19.740000","92","False","False",""
"1","1","Dinotomaton","lci","Near Mint","English","","","2024-01-13 22:15:22.680000","144","False","False","0.15"
"1","1","Dire Flail // Dire Blunderbuss","lci","Near Mint","English","","","2024-01-13 22:15:22.680000","145","False","False","0.15"
"1","1","Dire Fleet Daredevil","lcc","Near Mint","English","","","2023-12-24 22:14:40.263000","223","False","False",""
"1","1","Dire Fleet Interloper","xln","Near Mint","German","","","2023-10-01 10:02:06.313000","103","False","False","0.02"
"1","1","Dire Fleet Ravager","xln","Near Mint","German","","","2023-10-01 10:02:06.313000","104","False","False","0.96"
"1","1","Dire Fleet Ravager","lcc","Near Mint","English","","","2023-12-24 22:14:40.263000","192","False","False",""
"1","1","Dire Mimic","clb","Near Mint","German","","","2023-10-01 10:02:06.313000","310","False","False","0.05"
"2","2","Diregraf Rebirth","mid","Near Mint","German","","","2023-10-01 10:02:06.313000","220","False","False","0.13"
"1","1","Diregraf Scavenger","vow","Near Mint","German","","","2023-10-01 10:02:06.313000","105","False","False","0.01"
"1","1","Disallow","aer","Near Mint","German","","","2023-10-01 10:02:06.313000","31","False","False","3.10"
"1","1","Disallow","aer","Near Mint","German","","","2023-10-01 10:02:06.313000","31","False","False","3.32"
"4","4","Discerning Taste","mh2","Near Mint","German","","","2023-10-01 10:02:06.313000","82","False","False","0.10"
"1","1","Disciplined Duelist","snc","Near Mint","German","foil","","2023-10-01 10:02:06.313000","369","False","False","0.25"
"1","1","Discover the Impossible","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","50","False","False","0.16"
"1","1","Disdainful Stroke","woe","Near Mint","English","","","2023-10-01 10:02:06.313000","47","False","False","0.03"
"1","1","Disenchant","m20","Near Mint","German","","","2023-10-01 10:02:06.313000","14","False","False","0.02"
"1","1","Disentomb","m10","Near Mint","German","","","2023-10-01 10:02:06.313000","92","False","False","0.15"
"1","1","Dismal Backwater","znc","Near Mint","German","","","2023-10-01 10:02:06.313000","128","False","False","0.04"
"4","4","Dismal Backwater","iko","Near Mint","German","","","2023-10-01 10:02:06.313000","246","False","False","0.06"
"1","1","Dismal Backwater","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","267","False","False","0.10"
"1","1","Dismal Backwater","mom","Near Mint","English","","","2023-10-01 10:02:06.313000","269","False","False","0.03"
"1","1","Disorder in the Court","voc","Near Mint","German","","","2023-10-01 10:02:06.313000","29","False","False","0.81"
"3","3","Dispersal Technician","aer","Near Mint","German","","","2023-10-01 10:02:06.313000","32","False","False","0.02"
"1","1","Disperse","w16","Near Mint","German","","","2023-10-01 10:02:06.313000","5","False","False","0.25"
"1","1","Disruption Protocol","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","51","False","False","0.05"
"1","1","Disruptor Wanderglyph","lci","Near Mint","English","","","2024-01-13 22:15:22.680000","253","False","False","0.05"
"1","1","Dissipate","mid","Near Mint","German","","","2023-10-01 10:02:06.313000","49","False","False","0.13"
"1","1","Distant Melody","lcc","Near Mint","English","","","2023-12-24 22:14:40.263000","154","False","False",""
"1","1","Distant Melody","voc","Near Mint","German","","","2023-10-01 10:02:06.313000","103","False","False","0.34"
"1","1","Distant Melody","znc","Near Mint","German","","","2023-10-01 10:02:06.313000","24","False","False","0.40"
"1","1","Disturbed Slumber","lci","Near Mint","English","","","2024-01-13 22:15:22.680000","182","False","False","0.08"
"1","1","Disturbed Slumber","lci","Near Mint","English","foil","","2024-01-13 22:15:22.680000","182","False","False","0.10"
"1","1","Dive Down","xln","Near Mint","German","","","2023-10-01 10:02:06.313000","53","False","False","0.16"
"2","2","Diver Skaab","vow","Near Mint","German","","","2023-10-01 10:02:06.313000","56","False","False","0.48"
"1","1","Djeru's Renunciation","hou","Near Mint","German","","","2023-10-01 10:02:06.313000","11","False","False","0.02"
"1","1","Dockside Chef","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","93","False","False","0.11"
"1","1","Dockside Chef","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","93","False","False","0.17"
"2","2","Dokuchi Shadow-Walker","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","339","False","False","0.06"
"1","1","Dokuchi Shadow-Walker","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","339","False","False","0.05"
"1","1","Dokuchi Shadow-Walker","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","94","False","False","0.02"
"1","1","Dokuchi Shadow-Walker","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","94","False","False","0.04"
"1","1","Dokuchi Silencer","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","340","False","False","0.09"
"1","1","Dominating Vampire","vow","Near Mint","German","","","2023-10-01 10:02:06.313000","305","False","False","0.35"
"1","1","Don Andres, the Renegade","lcc","Near Mint","English","foil","","2023-12-24 22:14:40.263000","6","False","False",""
"1","1","Donal, Herald of Wings","voc","Near Mint","German","foil","","2023-10-01 10:02:06.313000","3","False","False","0.61"
"1","1","Doomed Dissenter","vow","Near Mint","German","","","2023-10-01 10:02:06.313000","106","False","False","0.12"
"1","1","Doomfall","hou","Near Mint","German","","","2023-10-01 10:02:06.313000","62","False","False","0.02"
"1","1","Doomskar","khm","Near Mint","German","","","2023-10-01 10:02:06.313000","9","False","False","1.92"
"1","1","Dovin, Architect of Law","rna","Near Mint","German","foil","","2023-10-01 10:02:06.313000","265","False","False","1.49"
"1","1","Dovin, Grand Arbiter","voc","Near Mint","German","","","2023-10-01 10:02:06.313000","153","False","False","0.50"
"3","3","Dovin's Automaton","rna","Near Mint","German","","","2023-10-01 10:02:06.313000","268","False","False","0.15"
"1","1","Dovin's Dismissal","rna","Near Mint","German","","","2023-10-01 10:02:06.313000","267","False","False","0.20"
"1","1","Draconic Intervention","stx","Near Mint","German","","","2023-10-25 10:26:22.653000","96","False","False","0.16"
"1","1","Draconic Lore","clb","Near Mint","German","","","2023-10-01 10:02:06.313000","64","False","False","0.12"
"1","1","Drag Under","emn","Near Mint","German","","","2023-10-01 10:02:06.313000","57","False","False","0.05"
"1","1","Dragon","tdmu","Near Mint","German","","","2023-10-01 10:02:06.313000","10","False","False","0.10"
"1","1","Dragon Engine","dmr","Near Mint","German","","","2023-10-01 10:02:06.313000","222","False","False","0.02"
"1","1","Dragonscale Boon","ktk","Near Mint","English","","","2023-10-01 10:02:06.313000","131","False","False","0.02"
"1","1","Dragonsguard Elite","stx","Near Mint","German","foil","","2023-10-01 10:02:06.313000","127","False","False","0.20"
"1","1","Dragonskull Summit","dmc","Near Mint","German","","","2023-10-01 10:02:06.313000","207","False","False","1.75"
"2","2","Dragonspark Reactor","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","137","False","False","0.05"
"1","1","Dragonspark Reactor","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","137","False","False","0.09"
"1","1","Dragonspark Reactor","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","137","False","False","0.07"
"1","1","Drake Familiar","rav","Near Mint","German","","","2023-10-01 10:02:06.313000","44","False","False","0.14"
"2","2","Dralnu's Crusade","dmr","Near Mint","German","","","2023-10-01 10:02:06.313000","189","False","False","0.10"
"3","3","Dramatic Reversal","kld","Near Mint","German","","","2023-10-01 10:02:06.313000","44","False","False","0.44"
"1","1","Dramatist's Puppet","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","244","False","False","0.03"
"1","1","Dramatist's Puppet","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","244","False","False","0.04"
"1","1","Drana, Liberator of Malakir","lcc","Near Mint","English","","","2023-12-24 22:40:47.713000","193","False","False",""
"1","1","Drana, Liberator of Malakir","dmc","Near Mint","German","","","2023-10-01 10:02:06.313000","111","False","False","0.58"
"1","1","Drannith Stinger","iko","Near Mint","German","","","2023-10-01 10:02:06.313000","113","False","False","0.07"
"2","2","Dread Fugue","vow","Near Mint","German","","","2023-10-01 10:02:06.313000","107","False","False","0.11"
"1","1","Dread Rider","khm","Near Mint","German","","","2023-10-01 10:02:06.313000","89","False","False","0.02"
"1","1","Dreadful as the Storm","ltr","Near Mint","English","","","2023-10-01 10:02:06.313000","48","False","False","0.04"
"1","1","Dreadhound","mid","Near Mint","German","","","2023-10-01 10:02:06.313000","97","False","False","0.20"
"1","1","Dreadlight Monstrosity","vow","Near Mint","German","","","2023-10-01 10:02:06.313000","57","False","False","0.02"
"2","2","Dream Trawler","thb","Near Mint","German","","","2023-10-01 10:02:06.313000","214","False","False","0.32"
"1","1","Drey Keeper","mh2","Near Mint","German","","","2023-10-01 10:02:06.313000","194","False","False","0.25"
"1","1","Drifting Meadow","dmr","Near Mint","German","","","2023-10-01 10:02:06.313000","245","False","False","0.03"
"1","1","Drogskol Captain","voc","Near Mint","German","","","2023-10-01 10:02:06.313000","154","False","False","0.45"
"1","1","Drogskol Reinforcements","voc","Near Mint","German","","","2023-10-01 10:02:06.313000","5","False","False","0.19"
"1","1","Dromar's Cavern","pls","Near Mint","English","","","2023-10-01 10:02:06.313000","138","False","False","0.33"
"2","2","Dromar's Cavern","dmr","Near Mint","German","","","2023-10-01 10:02:06.313000","246","False","False","0.07"
"1","1","Drossforge Bridge","mh2","Near Mint","German","","","2023-10-01 10:02:06.313000","246","False","False","0.16"
"1","1","Drossforge Bridge","mh2","Near Mint","German","","","2023-10-01 10:02:06.313000","246","False","False","0.13"
"1","1","Drover of the Mighty","lcc","Near Mint","English","","","2023-12-24 22:35:19.740000","239","False","False",""
"4","4","Drown in the Loch","eld","Near Mint","German","","","2023-10-01 10:02:06.313000","188","False","False","1.90"
"1","1","Drownyard Amalgam","mid","Near Mint","German","","","2023-10-01 10:02:06.313000","50","False","False","0.02"
"1","1","Drownyard Behemoth","emn","Near Mint","German","","","2023-10-01 10:02:06.313000","4","False","False","0.03"
"2","2","Druid of the Cowl","aer","Near Mint","German","","","2023-10-01 10:02:06.313000","106","False","False","0.17"
"1","1","Dual Shot","xln","Near Mint","German","","","2023-10-01 10:02:06.313000","141","False","False","0.08"
"1","1","Dual Shot","xln","Near Mint","German","foil","","2023-10-01 10:02:06.313000","141","False","False","0.15"
"1","1","Duel for Dominance","mid","Near Mint","German","","","2023-10-01 10:02:06.313000","184","False","False","0.02"
"2","2","Dukhara Peafowl","kld","Near Mint","German","","","2023-10-01 10:02:06.313000","207","False","False","0.02"
"1","1","Dukhara Scavenger","kld","Near Mint","German","","","2023-10-01 10:02:06.313000","77","False","False","0.02"
"1","1","Duneblast","dmc","Near Mint","German","","","2023-10-01 10:02:06.313000","148","False","False","0.36"
"1","1","Dúnedain Rangers","ltr","Near Mint","English","","","2023-10-01 10:02:06.313000","159","False","False","0.08"
"1","1","Dunes of the Dead","hou","Near Mint","German","","","2023-10-01 10:02:06.313000","175","False","False","0.10"
"1","1","Durable Handicraft","kld","Near Mint","German","","","2023-10-01 10:02:06.313000","153","False","False","0.10"
"1","1","Duress","sta","Near Mint","German","","","2023-10-01 10:02:06.313000","29","False","False","0.10"
"3","3","Duress","m21","Near Mint","German","","","2023-10-01 10:02:06.313000","96","False","False","0.03"
"1","1","Dusk Legion Sergeant","lcc","Near Mint","English","","","2023-12-24 22:40:47.713000","80","False","False",""
"1","1","Dusk Legion Zealot","lcc","Near Mint","English","","","2023-12-24 22:40:47.713000","194","False","False",""
"2","2","Duskshell Crawler","mh2","Near Mint","German","","","2023-10-01 10:02:06.313000","156","False","False","0.23"
"2","2","Duskwielder","khm","Near Mint","German","","","2023-10-01 10:02:06.313000","91","False","False","0.10"
"1","1","Dutiful Griffin","woe","Near Mint","English","","","2023-10-01 10:02:06.313000","11","False","False","0.02"
"1","1","Dutiful Griffin","woe","Near Mint","German","","","2023-10-25 10:26:22.653000","11","False","False","0.03"
"1","1","Dutiful Servants","hou","Near Mint","German","","","2023-10-01 10:02:06.313000","12","False","False","0.04"
"1","1","Dwynen, Gilt-Leaf Daen","khc","Near Mint","German","","","2023-10-01 10:02:06.313000","56","False","False","0.19"
"1","1","Eager Construct","kld","Near Mint","German","","","2023-10-01 10:02:06.313000","209","False","False","0.06"
"1","1","Eager First-Year","stx","Near Mint","German","","","2023-10-01 10:02:06.313000","16","False","False","0.01"
"1","1","Earthquake Dragon","clb","Near Mint","German","","","2023-10-01 10:02:06.313000","228","False","False","1.09"
"1","1","Earthshaker Dreadmaw","lci","Near Mint","English","","","2023-12-24 22:35:19.740000","183","False","False",""
"1","1","Eastfarthing Farmer","ltr","Near Mint","English","","","2023-10-01 10:02:06.313000","8","False","False","0.04"
"1","1","East-Mark Cavalier","ltr","Near Mint","English","","","2023-10-01 10:02:06.313000","9","False","False","0.04"
"1","1","Eaten by Piranhas","lci","Near Mint","English","","","2024-01-13 22:15:22.680000","54","False","False","0.13"
"1","1","Eccentric Farmer","mid","Near Mint","English","","","2023-10-01 10:02:06.313000","185","False","False","0.10"
"1","1","Echo of Dusk","lci","Near Mint","English","","","2024-01-13 22:15:22.680000","104","False","False","0.12"
"1","1","Echoing Return","mh2","Near Mint","German","","","2023-10-01 10:02:06.313000","83","False","False","0.10"
"1","1","Echoing Truth","dmc","Near Mint","German","","","2023-10-01 10:02:06.313000","109","False","False","0.17"
"3","3","Ecstatic Awakener // Awoken Demon","mid","Near Mint","German","","","2023-10-01 10:02:06.313000","100","False","False","0.15"
"1","1","Edgewall Inn","woe","Near Mint","English","","","2023-10-01 10:02:06.313000","255","False","False","0.06"
"1","1","Edgewall Innkeeper","eld","Near Mint","German","","","2023-10-01 10:02:06.313000","151","False","False","0.07"
"2","2","Edgewall Pack","woe","Near Mint","English","","","2023-10-01 10:02:06.313000","126","False","False","0.01"
"1","1","Eerie Interlude","khc","Near Mint","German","","","2023-10-01 10:02:06.313000","22","False","False","0.50"
"1","1","Eerie Soultender","dmu","Near Mint","German","","","2023-10-01 10:02:06.313000","92","False","False","0.11"
"1","1","Ego Drain","woe","Near Mint","English","","","2023-10-01 10:02:06.313000","86","False","False","0.04"
"1","1","Eiganjo Exemplar","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","10","False","False","0.06"
"1","1","Eiganjo Exemplar","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","10","False","False","0.08"
"2","2","Eiganjo Exemplar","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","309","False","False","0.05"
"1","1","Eiganjo Exemplar","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","309","False","False","0.04"
"1","1","Eiganjo Uprising","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","396","False","False","0.20"
"1","1","Eiganjo Uprising","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","396","False","False","0.46"
"1","1","Eladamri's Call","mh1","Near Mint","German","","","2023-10-01 10:02:06.313000","197","False","False","4.48"
"1","1","Elas il-Kor, Sadistic Pilgrim","dmu","Near Mint","German","","","2023-10-01 10:02:06.313000","198","False","False","0.35"
"1","1","Elderfang Ritualist","khm","Near Mint","German","","","2023-10-01 10:02:06.313000","385","False","False","0.11"
"1","1","Elderfang Venom","khc","Near Mint","German","","","2023-10-01 10:02:06.313000","15","False","False","0.10"
"1","1","Electric Revelation","mid","Near Mint","German","","","2023-10-01 10:02:06.313000","135","False","False","0.05"
"1","1","Electrostatic Infantry","dmu","Near Mint","German","","","2023-10-01 10:02:06.313000","122","False","False","0.18"
"1","1","Electrostatic Infantry","dmu","Near Mint","German","","","2023-10-01 10:02:06.313000","122","False","False","0.19"
"1","1","Elenda, the Dusk Rose","lcc","Near Mint","English","","","2023-12-24 22:40:47.713000","268","False","False",""
"1","1","Elenda's Hierophant","lcc","Near Mint","English","","","2023-12-24 22:40:47.713000","71","False","False",""
"1","1","Elfhame Wurm","dmu","Near Mint","German","","","2023-10-01 10:02:06.313000","161","False","False","0.01"
"2","2","Eliminate","m21","Near Mint","German","","","2023-10-01 10:02:06.313000","97","False","False","0.12"
"1","1","Eliminate","sta","Near Mint","German","","","2023-10-01 10:02:06.313000","30","False","False","0.09"
"2","2","Elite Arrester","rna","Near Mint","German","","","2023-10-01 10:02:06.313000","266","False","False","0.18"
"1","1","Elite Scaleguard","znc","Near Mint","German","","","2023-10-01 10:02:06.313000","14","False","False","0.05"
"1","1","Elrond, Lord of Rivendell","ltr","Near Mint","English","","","2023-10-01 10:02:06.313000","49","False","False","0.11"
"1","1","Elrond, Lord of Rivendell","ltr","Near Mint","English","","","2023-10-01 10:02:06.313000","307","False","False","0.12"
"3","3","Elspeth Conquers Death","thb","Near Mint","German","","","2023-10-01 10:02:06.313000","13","False","False","0.33"
"1","1","Elusive Otter // Grove's Bounty","woe","Near Mint","English","","","2023-10-01 10:02:06.313000","289","False","False","0.46"
"1","1","Elven Ambush","khm","Near Mint","German","","","2023-10-01 10:02:06.313000","391","False","False","0.29"
"1","1","Elven Farsight","ltr","Near Mint","English","","","2023-10-01 10:02:06.313000","161","False","False","0.14"
"1","1","Elvish Aberration","dmr","Near Mint","German","","","2023-10-01 10:02:06.313000","156","False","False","0.05"
"1","1","Elvish Archdruid","khc","Near Mint","German","","","2023-10-01 10:02:06.313000","57","False","False","1.19"
"1","1","Elvish Archivist","woe","Near Mint","German","","","2023-10-25 10:26:22.653000","168","False","False","0.51"
"1","1","Elvish Dreadlord","cmr","Near Mint","German","","","2023-10-01 10:02:06.313000","121","False","False","0.30"
"1","1","Elvish Mystic","khc","Near Mint","German","","","2023-10-01 10:02:06.313000","58","False","False","0.15"
"1","1","Elvish Promenade","khc","Near Mint","German","","","2023-10-01 10:02:06.313000","59","False","False","0.40"
"1","1","Elvish Rejuvenator","khc","Near Mint","German","","","2023-10-01 10:02:06.313000","60","False","False","0.02"
"1","1","Elvish Rejuvenator","znc","Near Mint","German","","","2023-10-01 10:02:06.313000","63","False","False","0.02"
"1","1","Embercleave","eld","Near Mint","German","","","2023-10-01 10:02:06.313000","120","False","False","4.86"
"1","1","Embodiment of Insight","znc","Near Mint","German","","","2023-10-01 10:02:06.313000","64","False","False","0.10"
"1","1","Embraal Gear-Smasher","aer","Near Mint","German","","","2023-10-01 10:02:06.313000","79","False","False","0.01"
"1","1","Emerald Dragon // Dissonant Wave","clb","Near Mint","German","","","2023-10-01 10:02:06.313000","229","False","False","0.17"
"1","1","Emergency Weld","bro","Near Mint","German","","","2023-10-01 10:02:06.313000","93","False","False","0.06"
"1","1","Emeria Angel","znc","Near Mint","German","","","2023-10-01 10:02:06.313000","15","False","False","0.22"
"1","1","Emeria Shepherd","znc","Near Mint","German","","","2023-10-01 10:02:06.313000","16","False","False","0.50"
"1","1","Emeria's Call // Emeria, Shattered Skyclave","znr","Near Mint","German","","","2023-10-01 10:02:06.313000","12","False","False","4.07"
"1","1","Emissary of Sunrise","xln","Near Mint","German","","","2023-10-01 10:02:06.313000","10","False","False","0.04"
"1","1","Emperor Mihail II","lcc","Near Mint","English","","","2023-12-24 22:38:06.913000","155","False","False",""
"1","1","Empty the Warrens","dmr","Near Mint","German","","","2023-10-01 10:02:06.313000","118","False","False","0.09"
"1","1","Empyrean Eagle","khc","Near Mint","German","","","2023-10-01 10:02:06.313000","85","False","False","0.09"
"1","1","Emrakul's Evangel","emn","Near Mint","German","","","2023-10-01 10:02:06.313000","156","False","False","0.35"
"1","1","End the Festivities","vow","Near Mint","German","","","2023-10-01 10:02:06.313000","155","False","False","0.09"
"1","1","Endless Obedience","znc","Near Mint","German","","","2023-10-01 10:02:06.313000","41","False","False","0.10"
"1","1","End-Raze Forerunners","khc","Near Mint","German","","","2023-10-01 10:02:06.313000","61","False","False","0.09"
"1","1","Endurance","mh2","Near Mint","German","","","2023-10-01 10:02:06.313000","157","False","False","35.25"
"1","1","Energy Refractor","bro","Near Mint","German","","","2023-10-01 10:02:06.313000","234","False","False","0.12"
"1","1","Engineered Might","kld","Near Mint","German","","","2023-10-01 10:02:06.313000","181","False","False","0.04"
"1","1","Enigma Thief","znc","Near Mint","German","","","2023-10-01 10:02:06.313000","4","False","False","0.13"
"1","1","Enraged Giant","aer","Near Mint","German","","","2023-10-01 10:02:06.313000","80","False","False","0.03"
"1","1","Enraged Huorn","ltr","Near Mint","English","","","2023-10-01 10:02:06.313000","162","False","False","0.04"
"2","2","Enterprising Scallywag","lci","Near Mint","English","","","2024-01-13 22:15:22.680000","148","False","False","0.13"
"1","1","Enterprising Scallywag","lci","Near Mint","English","","","2023-12-24 22:14:40.263000","148","False","False",""
"1","1","Enthusiastic Mechanaut","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","218","False","False","0.21"
"1","1","Enthusiastic Mechanaut","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","218","False","False","0.16"
"1","1","Entomb","dmr","Near Mint","German","","","2023-10-01 10:02:06.313000","426","False","False","7.17"
"2","2","Envoy of Okinec Ahau","lci","Near Mint","English","","","2024-01-13 22:15:22.680000","11","False","False","0.05"
"1","1","Ephara's Dispersal","mom","Near Mint","German","","","2023-10-01 10:02:06.313000","55","False","False","0.02"
"3","3","Era of Enlightenment // Hand of Enlightenment","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","11","False","False","0.06"
"1","1","Era of Enlightenment // Hand of Enlightenment","neo","Near Mint","German","","","2023-10-01 10:02:06.313000","11","False","False","0.05"
"1","1","Erebor Flamesmith","ltr","Near Mint","English","","","2023-10-01 10:02:06.313000","122","False","False","0.09"
"1","1","Eriette's Tempting Apple","woe","Near Mint","German","foil","","2023-10-25 10:26:22.653000","245","False","False","0.18"
"1","1","Eriette's Tempting Apple","woe","Near Mint","German","","","2023-10-25 10:26:22.653000","245","False","False","0.14"
"1","1","Eriette's Whisper","woe","Near Mint","German","","","2023-10-25 10:26:22.653000","88","False","False","0.06"
"1","1","Erinis, Gloom Stalker","clb","Near Mint","German","","","2023-10-01 10:02:06.313000","230","False","False","0.11"
"1","1","Errant, Street Artist","snc","Near Mint","German","","","2023-10-01 10:02:06.313000","41","False","False","0.31"
"1","1","Ertai Resurrected","dmu","Near Mint","German","","","2023-10-01 10:02:06.313000","298","False","False","0.40"
"1","1","Ertai's Scorn","dmu","Near Mint","German","","","2023-10-01 10:02:06.313000","48","False","False","0.13"
"1","1","Escape from Orthanc","ltr","Near Mint","English","","","2023-10-01 10:02:06.313000","12","False","False","0.03"
"1","1","Escape to the Wilds","eld","Near Mint","German","","","2023-10-01 10:02:06.313000","189","False","False","0.51"
"1","1","Esika's Chariot","khm","Near Mint","German","","","2023-10-01 10:02:06.313000","169","False","False","2.97"
"1","1","Esior, Wardwing Familiar","cmr","Near Mint","German","","","2023-10-01 10:02:06.313000","67","False","False","0.14"
"1","1","Esquire of the King","ltr","Near Mint","English","","","2023-10-01 10:02:06.313000","13","False","False","0.07"
"1","1","Essence Extraction","kld","Near Mint","German","","","2023-10-01 10:02:06.313000","80","False","False","0.03"
"1","1","Essence Infusion","stx","Near Mint","German","","","2023-10-01 10:02:06.313000","69","False","False","0.05"
"2","2","Essence Scatter","iko","Near Mint","German","","","2023-10-01 10:02:06.313000","49","False","False","0.02"
"1","1","Essence Scatter","dmu","Near Mint","German","","","2023-10-01 10:02:06.313000","49","False","False","0.02"
"1","1","Essence Scatter","dmu","Near Mint","German","","","2023-10-01 10:02:06.313000","49","False","False","0.03"
"1","1","Essence Scatter","dmu","Near Mint","German","","","2023-10-01 10:02:06.313000","49","False","False","0.01"
"2","2","Estwald Shieldbasher","vow","Near Mint","German","","","2023-10-01 10:02:06.313000","11","False","False","0.03"
"1","1","Etali, Primal Storm","dmc","Near Mint","German","","","2023-10-01 10:02:06.313000","121","False","False","0.15"
"1","1","Etali, Primal Storm","lcc","Near Mint","English","","","2023-12-24 22:35:19.740000","224","False","False",""
"1","1","Etali's Favor","lci","Near Mint","English","","","2024-01-13 22:15:22.680000","149","False","False","0.14"
"2","2","Etched Familiar","mom","Near Mint","English","","","2023-10-01 10:02:06.313000","101","False","False","0.02"
"1","1","Etchings of the Chosen","lcc","Near Mint","English","","","2023-12-24 22:40:47.713000","269","False","False",""
"1","1","Eternal Taskmaster","war","Near Mint","German","","","2023-10-01 10:02:06.313000","90","False","False","0.02"
"1","1","Eternal Witness","2x2","Near Mint","German","","","2023-10-01 10:02:06.313000","145","False","False","1.02"
"1","1","Ethereal Investigator","voc","Near Mint","German","","","2023-10-01 10:02:06.313000","12","False","False","0.73"
"1","1","Ethereal Valkyrie","khc","Near Mint","German","","","2023-10-01 10:02:06.313000","16","False","False","0.10"
"2","2","Etherium Spinner","mh2","Near Mint","German","","","2023-10-01 10:02:06.313000","40","False","False","0.10"
"1","1","Evacuation","lcc","Near Mint","English","","","2023-12-24 22:14:40.263000","156","False","False",""
"1","1","Evangel of Heliod","khc","Near Mint","German","","","2023-10-01 10:02:06.313000","23","False","False","0.02"
"1","1","Evil Eye of Orms-by-Gore","dmr","Near Mint","English","","","2023-11-16 17:55:56.133000","83","False","False",""
"1","1","Evolution Sage","znc","Near Mint","German","","","2023-10-01 10:02:06.313000","65","False","False","0.49"
"1","1","Evolution Sage","lcc","Near Mint","English","","","2023-12-24 22:38:06.913000","240","False","False",""
"1","1","Evolving Wilds","bro","Near Mint","German","","","2023-10-01 10:02:06.313000","261","False","False","0.04"
"1","1","Evolving Wilds","woe","Near Mint","English","","","2023-10-01 10:02:06.313000","256","False","False","0.09"
"1","1","Evolving Wilds","woe","Near Mint","German","","","2023-10-25 10:26:22.653000","256","False","False","0.10"
"1","1","Evolving Wilds","dmc","Near Mint","German","","","2023-10-01 10:02:06.313000","208","False","False","0.10"
"1","1","Evolving Wilds","dmc","Near Mint","German","","","2023-10-01 10:02:06.313000","208","False","False","0.06"
"2","2","Evolving Wilds","lcc","Near Mint","English","","","2023-12-24 22:14:40.263000","328","False","False",""
"8","8","Evolving Wilds","afr","Near Mint","German","","","2023-10-01 10:02:06.313000","256","False","False","0.03"
"4","4","Evolving Wilds","mid","Near Mint","German","","","2023-10-01 10:02:06.313000","261","False","False","0.08"
"1","1","Evolving Wilds","znc","Near Mint","German","","","2023-10-01 10:02:06.313000","129","False","False","0.05"
"1","1","Excavation Explosion","bro","Near Mint","German","","","2023-10-01 10:02:06.313000","132","False","False","0.30"
"1","1","Exhilarating Elocution","stx","Near Mint","German","","","2023-10-01 10:02:06.313000","185","False","False","0.02"
"2","2","Exotic Orchard","lcc","Near Mint","English","","","2023-12-24 22:14:40.263000","329","False","False",""
"1","1","Exotic Orchard","dmc","Near Mint","German","","","2023-10-01 10:02:06.313000","209","False","False","0.14"
"1","1","Exotic Orchard","voc","Near Mint","German","","","2023-10-01 10:02:06.313000","173","False","False","0.05"
"1","1","Exotic Orchard","voc","Near Mint","German","","","2023-10-01 10:02:06.313000","173","False","False","0.29"
