Quantity,Name,Simple Name,Set,Card Number,Set Code,Printing,Condition,Language,Rarity,Product ID,SKU
3,Erg Raiders,Erg Raiders,Fourth Edition,135,4ED,Normal,Near Mint,English,Common,1740,15871
1,Erhnam Djinn,Erhnam Djinn,Arabian Nights,48,ARN,Normal,Near Mint,English,Rare,3190,17263
4,Erosion,Erosion,Fourth Edition,70,4ED,Normal,Near Mint,English,Common,1741,15872
3,Errant Minion,Errant Minion,Ice Age,68,ICE,Normal,Near Mint,English,Common,4663,18534
1,Errantry,Errantry,Ice Age,183,ICE,Normal,Near Mint,English,Common,4664,18535
1,Erratic Portal,Erratic Portal,Exodus,132,EXO,Normal,Near Mint,English,Rare,4322,18219
2,Ertai (Oversize),Ertai,Vanguard,101,VNG,Normal,Near Mint,English,Promo,21607,129896
1,"Ertai, Wizard Adept","Ertai, Wizard Adept",Exodus,33,EXO,Normal,Near Mint,English,Rare,4323,18220
1,Ertai's Meddling,Ertai's Meddling,Tempest,61,TMP,Normal,Near Mint,English,Rare,5542,19053
2,Essence Filter,Essence Filter,Ice Age,233,ICE,Normal,Near Mint,English,Common,4665,18536
1,Essence Flare,Essence Flare,Ice Age,69,ICE,Normal,Near Mint,English,Common,4666,18537
3,Eternal Warrior,Eternal Warrior,Fifth Edition,225,5ED,Normal,Near Mint,French,Common,2136,2601940
2,Evasive Action,Evasive Action,Apocalypse,23,APC,Normal,Near Mint,English,Uncommon,7948,21390
3,Evil Presence,Evil Presence,Revised Edition,110,3ED,Normal,Near Mint,English,Uncommon,1409,15550
4,Evincar's Justice,Evincar's Justice,Tempest,134,TMP,Normal,Near Mint,English,Common,5545,19056
2,Eviscerator,Eviscerator,Urza's Legacy,52,ULG,Normal,Near Mint,English,Rare,6307,19803
1,Excavator,Excavator,Tempest,287,TMP,Normal,Near Mint,English,Uncommon,5546,19057
1,Excise,Excise,Prophecy,8,PCY,Normal,Near Mint,English,Common,7299,20765
2,Exclude,Exclude,Invasion,56,INV,Normal,Near Mint,English,Common,7491,20956
2,Exhaustion,Exhaustion,Urza's Saga,74,USG,Normal,Near Mint,English,Uncommon,6863,20344
4,Exhume,Exhume,Urza's Saga,134,USG,Normal,Near Mint,English,Common,6864,20345
2,Exotic Curse,Exotic Curse,Invasion,105,INV,Normal,Near Mint,English,Common,7492,20957
4,Expendable Troops,Expendable Troops,Urza's Legacy,8,ULG,Normal,Near Mint,English,Common,6308,19804
1,Exploration,Exploration,Urza's Saga,250,USG,Normal,Near Mint,English,Rare,6865,20346
4,Expunge,Expunge,Urza's Saga,135,USG,Normal,Near Mint,English,Common,6866,20347
4,Fade Away,Fade Away,Exodus,34,EXO,Normal,Near Mint,English,Common,4325,18222
4,Falter,Falter,Urza's Saga,184,USG,Normal,Near Mint,English,Common,6868,20349
4,Familiar Ground,Familiar Ground,Weatherlight,127,WTH,Normal,Near Mint,English,Uncommon,6022,19518
3,Fanning the Flames,Fanning the Flames,Stronghold,80,STH,Normal,Near Mint,English,Uncommon,5341,18852
1,Farrel's Zealot (Beard),Farrel's Zealot,Fallen Empires,3c,FEM,Normal,Near Mint,English,Common,18203,116385
1,Fatal Blow,Fatal Blow,Weatherlight,67,WTH,Normal,Near Mint,English,Common,6023,19519
1,Fatal Blow,Fatal Blow,Classic Sixth Edition,128,6ED,Normal,Near Mint,English,Common,2553,16659
1,Fault Line,Fault Line,Urza's Saga,185,USG,Normal,Near Mint,English,Rare,6869,20350
2,Fear,Fear,Ice Age,124,ICE,Normal,Near Mint,English,Common,4669,18540
4,Fear,Fear,Fourth Edition,137,4ED,Normal,Near Mint,English,Common,1745,15876
3,Feast of the Unicorn,Feast of the Unicorn,Homelands,47a,HML,Normal,Near Mint,English,Common,4492,18378
1,Feast of the Unicorn [Version 2],Feast of the Unicorn,Homelands,47b,HML,Normal,Near Mint,English,Common,18277,116459
2,Fecundity,Fecundity,Urza's Saga,251,USG,Normal,Near Mint,English,Uncommon,6870,20351
1,Feedback,Feedback,Fifth Edition,85,5ED,Normal,Near Mint,English,Uncommon,2142,16263
1,Fellwar Stone,Fellwar Stone,The Dark,102,DRK,Normal,Near Mint,English,Uncommon,3512,17550
1,Fellwar Stone,Fellwar Stone,Fifth Edition,369,5ED,Normal,Near Mint,English,Uncommon,2144,16265
2,Femeref Enchantress,Femeref Enchantress,Visions,129,VIS,Normal,Near Mint,English,Rare,5839,19335
1,Feral Instinct,Feral Instinct,Visions,107,VIS,Normal,Near Mint,English,Common,5840,19336
1,Feral Thallid,Feral Thallid,Fallen Empires,69,FEM,Normal,Near Mint,English,Uncommon,3649,17664
2,Ferocity,Ferocity,Mercadian Masques,245,MMQ,Normal,Near Mint,English,Common,6524,20020
3,Fertile Ground,Fertile Ground,Urza's Saga,252,USG,Normal,Near Mint,English,Common,6871,20352
1,Fertile Ground,Fertile Ground,Invasion,188,INV,Normal,Near Mint,English,Common,7496,20961
1,Festering Evil,Festering Evil,Weatherlight,68,WTH,Normal,Near Mint,English,Uncommon,6025,19521
2,Fiery Justice,Fiery Justice,Ice Age,288,ICE,Normal,Near Mint,English,Rare,4670,18541
4,Fiery Mantle,Fiery Mantle,Urza's Saga,186,USG,Normal,Near Mint,English,Common,6872,20353
1,Fighting Chance,Fighting Chance,Exodus,82,EXO,Normal,Near Mint,English,Rare,4326,18223
2,Fighting Drake,Fighting Drake,Tempest,63,TMP,Normal,Near Mint,English,Uncommon,5550,19061
2,Fire Ants,Fire Ants,Urza's Saga,187,USG,Normal,Near Mint,English,Uncommon,6873,20354
2,Fire Covenant,Fire Covenant,Ice Age,289,ICE,Normal,Near Mint,English,Uncommon,4671,18542
1,Fire Drake,Fire Drake,Fifth Edition,226,5ED,Normal,Near Mint,English,Uncommon,2146,16267
2,Fire Elemental,Fire Elemental,Fourth Edition,191,4ED,Normal,Near Mint,English,Uncommon,1748,15879
1,Fireball,Fireball,Revised Edition,150,3ED,Normal,Near Mint,English,Common,1416,15557
2,Fireball,Fireball,Fourth Edition,192,4ED,Normal,Near Mint,English,Common,1749,15880
4,Firebreathing,Firebreathing,Revised Edition,151,3ED,Normal,Near Mint,English,Common,1417,15558
1,Firebreathing,Firebreathing,Classic Sixth Edition,177,6ED,Normal,Near Mint,English,Common,2562,16668
4,Fireslinger,Fireslinger,Tempest,173,TMP,Normal,Near Mint,English,Common,5552,19063
2,Fishliver Oil,Fishliver Oil,Arabian Nights,13,ARN,Normal,Near Mint,English,Common,3192,17265
1,Fissure,Fissure,Fourth Edition,194,4ED,Normal,Near Mint,English,Common,1751,15882
1,Fit of Rage,Fit of Rage,Weatherlight,102,WTH,Normal,Near Mint,English,Common,6028,19524
2,Flailing Ogre,Flailing Ogre,Mercadian Masques,188,MMQ,Foil,Near Mint,English,Uncommon,6526,43826
1,Flame Spirit,Flame Spirit,Classic Sixth Edition,179,6ED,Normal,Near Mint,English,Common,2564,16670
1,Flame Spirit,Flame Spirit,Ice Age,184,ICE,Normal,Near Mint,English,Uncommon,4672,18543
2,Flame Wave,Flame Wave,Stronghold,81,STH,Normal,Near Mint,English,Uncommon,5342,18853
1,Flare,Flare,Mirage,176,MIR,Normal,Near Mint,English,Common,5067,12351
2,Flash Flood,Flash Flood,Legends,57,LEG,Normal,Near Mint,English,Common,3869,17822
1,Flashfires,Flashfires,Fourth Edition,195,4ED,Normal,Near Mint,English,Uncommon,1752,15883
2,Fledgling Djinn,Fledgling Djinn,Weatherlight,69,WTH,Normal,Near Mint,English,Common,6029,19525
1,Fledgling Osprey,Fledgling Osprey,Urza's Destiny,33,UDS,Normal,Near Mint,English,Common,6176,19672
2,Fleeting Image,Fleeting Image,Urza's Legacy,31,ULG,Normal,Near Mint,English,Rare,6310,19806
4,Flesh Reaver,Flesh Reaver,Urza's Saga,136,USG,Normal,Near Mint,English,Uncommon,6874,20355
2,Flickering Ward,Flickering Ward,Tempest,19,TMP,Normal,Near Mint,English,Uncommon,5554,19065
1,Flight,Flight,Classic Sixth Edition,68,6ED,Normal,Near Mint,English,Common,2567,16673
3,Flight,Flight,Fourth Edition,72,4ED,Normal,Near Mint,English,Common,1753,15884
4,Fling,Fling,Stronghold,82,STH,Normal,Near Mint,English,Common,5343,18854
1,Flock of Rabid Sheep,Flock of Rabid Sheep,Unglued,57,UGL,Normal,Near Mint,English,Uncommon,854,15112
4,Flood,Flood,Fourth Edition,73,4ED,Normal,Near Mint,English,Common,1754,15885
1,Flow of Maggots,Flow of Maggots,Ice Age,125,ICE,Normal,Near Mint,English,Rare,4675,18546
4,Flowstone Blade,Flowstone Blade,Stronghold,83,STH,Normal,Near Mint,English,Common,5344,18855
2,Flowstone Flood,Flowstone Flood,Exodus,83,EXO,Normal,Near Mint,English,Uncommon,4327,18224
2,Flowstone Giant,Flowstone Giant,Tempest,174,TMP,Normal,Near Mint,English,Common,5555,19066
1,Flowstone Hellion,Flowstone Hellion,Stronghold,84,STH,Normal,Near Mint,English,Uncommon,5345,18856
1,Flowstone Salamander,Flowstone Salamander,Tempest,175,TMP,Normal,Near Mint,English,Uncommon,5556,19067
1,Flowstone Sculpture,Flowstone Sculpture,Tempest,288,TMP,Normal,Near Mint,English,Rare,5557,19068
4,Flowstone Shambler,Flowstone Shambler,Stronghold,86,STH,Normal,Near Mint,English,Common,5347,18858
1,Flying Carpet,Flying Carpet,Revised Edition,248,3ED,Normal,Near Mint,English,Rare,1420,15561
1,Flying Carpet,Flying Carpet,Fifth Edition,371,5ED,Normal,Near Mint,English,Rare,2154,16275
4,Fog,Fog,Fourth Edition,244,4ED,Normal,Near Mint,English,Common,1756,15887
2,Fog Bank,Fog Bank,Urza's Saga,75,USG,Normal,Near Mint,English,Uncommon,6876,20357
4,Fog Elemental,Fog Elemental,Weatherlight,40,WTH,Normal,Near Mint,English,Common,6031,19527
1,Fog Elemental,Fog Elemental,Classic Sixth Edition,69,6ED,Normal,Near Mint,English,Common,2570,16676
4,Fog of Gnats,Fog of Gnats,Urza's Legacy,53,ULG,Normal,Near Mint,English,Common,6311,19807
4,Folk of the Pines,Folk of the Pines,Ice Age,235,ICE,Normal,Near Mint,English,Common,4676,18547
2,Forbid,Forbid,Exodus,35,EXO,Normal,Near Mint,English,Uncommon,4328,18225
1,Forbidding Watchtower,Forbidding Watchtower,Urza's Legacy,140,ULG,Normal,Near Mint,English,Uncommon,6312,19808
1,Force of Nature,Force of Nature,Fourth Edition,245,4ED,Normal,Near Mint,English,Rare,1757,15888
1,Force of Nature,Force of Nature,Fifth Edition,294,5ED,Normal,Near Mint,English,Rare,2156,16277
2,Force Void,Force Void,Ice Age,70,ICE,Normal,Near Mint,English,Uncommon,4678,18549
2,Foresight,Foresight,Alliances,29b,ALL,Normal,Near Mint,English,Common,4147,18082
1,Foriysian Brigade,Foriysian Brigade,Weatherlight,14,WTH,Normal,Near Mint,English,Uncommon,6032,19528
3,Fortified Area,Fortified Area,Fourth Edition,26,4ED,Normal,Near Mint,English,Common,1761,15890
4,Fortitude,Fortitude,Urza's Saga,253,USG,Normal,Near Mint,English,Common,6881,20359
4,Foul Imp,Foul Imp,Stronghold,59,STH,Normal,Near Mint,English,Common,5348,18859
1,Foul Presence,Foul Presence,Apocalypse,39,APC,Normal,Near Mint,English,Uncommon,7954,21395
1,Fountain of Cho,Fountain of Cho,Mercadian Masques,317,MMQ,Normal,Near Mint,English,Uncommon,6536,20029
1,Fountain of Youth,Fountain of Youth,Fifth Edition,372,5ED,Normal,Near Mint,English,Uncommon,2163,16281
3,Foxfire,Foxfire,Ice Age,238,ICE,Normal,Near Mint,English,Common,4685,18554
4,Frantic Search,Frantic Search,Urza's Legacy,32,ULG,Normal,Near Mint,English,Common,6313,19809
1,Freewind Falcon,Freewind Falcon,Visions,5,VIS,Normal,Near Mint,English,Common,5846,19342
1,Freyalise Supplicant,Freyalise Supplicant,Ice Age,239,ICE,Normal,Near Mint,English,Uncommon,4686,18555
4,Frog Tongue,Frog Tongue,Tempest,228,TMP,Normal,Near Mint,English,Common,5564,19072
2,Fugue,Fugue,Exodus,62,EXO,Normal,Near Mint,English,Uncommon,4329,18226
1,Fungusaur,Fungusaur,Fourth Edition,246,4ED,Normal,Near Mint,English,Rare,1763,15892
4,Furnace Brood,Furnace Brood,Exodus,84,EXO,Normal,Near Mint,English,Common,4330,18227
1,Furnace of Rath,Furnace of Rath,Tempest,177,TMP,Normal,Near Mint,English,Rare,5566,19074
4,Furnace Spirit,Furnace Spirit,Stronghold,87,STH,Normal,Near Mint,English,Common,5349,18860
3,Fylamarid,Fylamarid,Tempest,64,TMP,Normal,Near Mint,English,Uncommon,5567,19075
2,Fylgja,Fylgja,Ice Age,26,ICE,Normal,Near Mint,English,Common,4690,18559
2,Fyndhorn Brownie,Fyndhorn Brownie,Ice Age,242,ICE,Normal,Near Mint,English,Common,4692,18561
1,Fyndhorn Elder,Fyndhorn Elder,Ice Age,243,ICE,Normal,Near Mint,English,Uncommon,4693,18562
1,Gaea's Balance,Gaea's Balance,Apocalypse,77,APC,Normal,Near Mint,English,Uncommon,7956,21397
3,Gaea's Bounty,Gaea's Bounty,Urza's Saga,254,USG,Normal,Near Mint,English,Common,6882,20360
1,Gaea's Cradle,Gaea's Cradle,Urza's Saga,321,USG,Normal,Near Mint,English,Rare,6883,20361
1,Gaea's Embrace,Gaea's Embrace,Urza's Saga,255,USG,Normal,Near Mint,English,Uncommon,6884,20362
1,Galina's Knight,Galina's Knight,Invasion,248,INV,Normal,Near Mint,English,Common,7506,20968
1,Gamble,Gamble,Urza's Saga,188,USG,Normal,Near Mint,English,Rare,6885,20363
1,Gang of Elk,Gang of Elk,7th Edition,247,7ED,Normal,Near Mint,English,Uncommon,2915,17003
1,Gang of Elk,Gang of Elk,Urza's Legacy,102,ULG,Normal,Near Mint,English,Uncommon,6314,19810
4,Gangrenous Zombies,Gangrenous Zombies,Ice Age,127,ICE,Normal,Near Mint,English,Common,4697,18566
4,Gaseous Form,Gaseous Form,Tempest,65,TMP,Normal,Near Mint,English,Common,5569,19077
4,Gaseous Form,Gaseous Form,Fourth Edition,74,4ED,Normal,Near Mint,English,Common,1765,15894
2,Gerrard (Oversize),Gerrard,Vanguard,102,VNG,Normal,Near Mint,English,Promo,21608,129897
1,Gerrard's Battle Cry,Gerrard's Battle Cry,Tempest,21,TMP,Normal,Near Mint,English,Rare,5570,19078
2,Gerrard's Wisdom,Gerrard's Wisdom,Weatherlight,15,WTH,Normal,Near Mint,English,Uncommon,6037,19533
2,Ghazban Ogre,Ghazban Ogre,Arabian Nights,49,ARN,Normal,Near Mint,English,Common,3196,17268
1,Ghazban Ogre,Ghazban Ogre,Fifth Edition,298,5ED,Normal,Near Mint,English,Common,2172,16290
1,Ghitu Encampment,Ghitu Encampment,Urza's Legacy,141,ULG,Normal,Near Mint,English,Uncommon,6315,19811
4,Ghitu Fire-Eater,Ghitu Fire-Eater,Urza's Legacy,76,ULG,Normal,Near Mint,English,Uncommon,6316,19812
4,Ghitu Slinger,Ghitu Slinger,Urza's Legacy,77,ULG,Normal,Near Mint,English,Common,6317,19813
1,Ghitu Slinger,Ghitu Slinger,Urza's Legacy,77,ULG,Foil,Near Mint,English,Common,6317,43617
4,Ghitu War Cry,Ghitu War Cry,Urza's Legacy,78,ULG,Normal,Near Mint,English,Uncommon,6318,19814
1,Ghost Ship,Ghost Ship,Fourth Edition,75,4ED,Normal,Near Mint,English,Uncommon,1766,15895
2,Ghost Town,Ghost Town,Tempest,318,TMP,Normal,Near Mint,English,Uncommon,5571,19079
1,Giant Albatross [Version 2],Giant Albatross,Homelands,27b,HML,Normal,Near Mint,English,Common,18279,116461
4,Giant Cockroach,Giant Cockroach,Urza's Legacy,54,ULG,Normal,Near Mint,English,Common,6319,19815
4,Giant Crab,Giant Crab,Tempest,66,TMP,Normal,Near Mint,English,Common,5572,19080
1,Giant Growth,Giant Growth,7th Edition,248,7ED,Normal,Near Mint,English,Common,2919,17007
3,Giant Growth,Giant Growth,Fourth Edition,248,4ED,Normal,Near Mint,English,Common,1767,15896
1,Giant Octopus,Giant Octopus,7th Edition,77,7ED,Normal,Near Mint,English,Common,2920,17008
2,Giant Oyster,Giant Oyster,Homelands,28,HML,Normal,Near Mint,English,Uncommon,4502,18385
2,Giant Spider,Giant Spider,Fourth Edition,249,4ED,Normal,Near Mint,English,Common,1768,15897
1,Giant Spider,Giant Spider,Fifth Edition,300,5ED,Normal,Near Mint,English,Common,2174,16292
1,Giant Spider,Giant Spider,Classic Sixth Edition,234,6ED,Normal,Near Mint,English,Common,2582,16685
3,Giant Strength,Giant Strength,Fifth Edition,233,5ED,Normal,Near Mint,English,Common,2175,16293
4,Giant Strength,Giant Strength,Tempest,178,TMP,Normal,Near Mint,English,Common,5573,19081
3,Giant Strength,Giant Strength,Fourth Edition,196,4ED,Normal,Near Mint,English,Common,1769,15898
3,Giant Tortoise,Giant Tortoise,Fourth Edition,76,4ED,Normal,Near Mint,English,Common,1770,15899
1,Giant Trap Door Spider,Giant Trap Door Spider,Deckmasters Garfield vs Finkel,33,DKM,Normal,Near Mint,English,Uncommon,79646,1168887
1,Gilded Drake,Gilded Drake,Urza's Saga,76,USG,Normal,Near Mint,English,Rare,6886,20364
1,Glaciers,Glaciers,Ice Age,294,ICE,Normal,Near Mint,English,Rare,4706,18575
2,Glasses of Urza,Glasses of Urza,Fourth Edition,321,4ED,Normal,Near Mint,English,Uncommon,1771,15900
3,Gliding Licid,Gliding Licid,Stronghold,31,STH,Normal,Near Mint,English,Uncommon,5350,18861
1,Goblin Artisans,Goblin Artisans,Antiquities,26,ATQ,Normal,Near Mint,English,Uncommon,3285,17347
2,Goblin Bombardment,Goblin Bombardment,Tempest,179,TMP,Normal,Near Mint,English,Uncommon,5574,19082
1,Goblin Bowling Team,Goblin Bowling Team,Unglued,44,UGL,Normal,Near Mint,English,Common,864,15122
4,Goblin Cadets,Goblin Cadets,Urza's Saga,189,USG,Normal,Near Mint,English,Uncommon,6888,20366
1,Goblin Chirurgeon (Foglio),Goblin Chirurgeon,Fallen Empires,54b,FEM,Normal,Near Mint,English,Common,18204,116386
1,Goblin Digging Team,Goblin Digging Team,The Dark,65,DRK,Normal,Near Mint,English,Common,3524,17562
1,Goblin Digging Team,Goblin Digging Team,Fifth Edition,234,5ED,Normal,Near Mint,English,Common,2179,16297
1,Goblin Festival,Goblin Festival,Urza's Destiny,83,UDS,Normal,Near Mint,English,Rare,6181,19677
1,Goblin Gardener,Goblin Gardener,Urza's Destiny,84,UDS,Normal,Near Mint,English,Common,6182,19678
1,Goblin Hero,Goblin Hero,Fifth Edition,235,5ED,Normal,Near Mint,English,Common,2180,16298
1,Goblin Lackey,Goblin Lackey,Urza's Saga,190,USG,Normal,Near Mint,English,Uncommon,6889,20367
4,Goblin Matron,Goblin Matron,Urza's Saga,191,USG,Normal,Near Mint,English,Common,6890,20368
5,Goblin Medics,Goblin Medics,Urza's Legacy,79,ULG,Normal,Near Mint,English,Common,6320,19816
1,Goblin Medics,Goblin Medics,Urza's Legacy,79,ULG,Foil,Near Mint,English,Common,6320,43620
4,Goblin Patrol,Goblin Patrol,Urza's Saga,193,USG,Normal,Near Mint,English,Common,6892,20370
4,Goblin Raider,Goblin Raider,Urza's Saga,194,USG,Normal,Near Mint,English,Common,6893,20371
4,Goblin Rock Sled,Goblin Rock Sled,Fourth Edition,199,4ED,Normal,Near Mint,English,Common,1775,15904
2,Goblin Sappers,Goblin Sappers,Ice Age,189,ICE,Normal,Near Mint,English,Common,4709,18578
1,Goblin Ski Patrol,Goblin Ski Patrol,Ice Age,190,ICE,Normal,Near Mint,English,Common,4710,18579
1,Goblin Snowman,Goblin Snowman,Ice Age,191,ICE,Normal,Near Mint,English,Uncommon,4711,18580
4,Goblin Spelunkers,Goblin Spelunkers,Urza's Saga,195,USG,Normal,Near Mint,English,Common,6894,20372
2,Goblin Swine-Rider,Goblin Swine-Rider,Visions,81,VIS,Normal,Near Mint,English,Common,5850,19346
4,Goblin War Buggy,Goblin War Buggy,Urza's Saga,196,USG,Normal,Near Mint,English,Common,6895,20373
1,Goblin War Drums (Frazier),Goblin War Drums,Fallen Empires,58a,FEM,Normal,Near Mint,English,Common,3659,17670
4,Goblin War Drums (Hudson),Goblin War Drums,Fallen Empires,58c,FEM,Normal,Near Mint,English,Common,18209,116391
2,Goblin Welder,Goblin Welder,Urza's Legacy,80,ULG,Normal,Near Mint,English,Rare,6321,19817
1,Gorilla Chieftain,Gorilla Chieftain,7th Edition,250,7ED,Normal,Near Mint,English,Common,2934,17022
1,Gorilla Pack,Gorilla Pack,Ice Age,247,ICE,Normal,Near Mint,English,Common,4712,18581
1,Gorilla Shaman,Gorilla Shaman,Alliances,72a,ALL,Normal,Near Mint,English,Common,4158,18088
4,Gorilla Warrior,Gorilla Warrior,Urza's Saga,256,USG,Normal,Near Mint,English,Common,6896,20374
4,Granite Grip,Granite Grip,Urza's Legacy,81,ULG,Normal,Near Mint,English,Common,6322,19818
4,Grapeshot Catapult,Grapeshot Catapult,Fifth Edition,375,5ED,Normal,Near Mint,English,Common,2184,16302
3,Grave Defiler,Grave Defiler,Apocalypse,40,APC,Normal,Near Mint,English,Uncommon,7964,21405
1,Grave Pact,Grave Pact,Stronghold,60,STH,Normal,Near Mint,English,Rare,5351,18862
1,Grave Servitude,Grave Servitude,Mirage,126,MIR,Normal,Near Mint,English,Common,5088,12495
3,Gravedigger,Gravedigger,Tempest,137,TMP,Normal,Near Mint,English,Common,5575,19083
1,Gravedigger,Gravedigger,7th Edition,139,7ED,Normal,Near Mint,English,Common,2938,17026
4,Gray Ogre,Gray Ogre,Fourth Edition,200,4ED,Normal,Near Mint,English,Common,1777,15906
1,Great Whale,Great Whale,Urza's Saga,77,USG,Normal,Near Mint,English,Rare,6898,20376
2,Greater Good,Greater Good,Urza's Saga,257,USG,Normal,Near Mint,English,Rare,6899,20377
1,Greed,Greed,Fourth Edition,140,4ED,Normal,Near Mint,English,Rare,1778,15907
1,Green Ward,Green Ward,Revised Edition,20,3ED,Normal,Near Mint,English,Uncommon,1438,15577
2,Grim Monolith,Grim Monolith,Urza's Legacy,126,ULG,Normal,Near Mint,English,Rare,6323,19819
1,Grizzled Wolverine,Grizzled Wolverine,Ice Age,192,ICE,Normal,Near Mint,English,Common,4715,18584
3,Grizzly Bears,Grizzly Bears,Fourth Edition,250,4ED,Normal,Near Mint,English,Common,1781,15910
4,Grollub,Grollub,Exodus,63,EXO,Normal,Near Mint,English,Common,4331,18228
1,Groundskeeper,Groundskeeper,Mercadian Masques,250,MMQ,Normal,Near Mint,English,Uncommon,6546,20039
1,Growth Spurt,Growth Spurt,Unglued,61,UGL,Normal,Near Mint,English,Common,866,15124
1,Guerrilla Tactics (Cliff),Guerrilla Tactics,Alliances,74b,ALL,Normal,Near Mint,English,Common,4162,18090
2,Guided Strike,Guided Strike,Weatherlight,16,WTH,Normal,Near Mint,English,Common,6041,19537
1,Gulf Squid,Gulf Squid,Prophecy,35,PCY,Normal,Near Mint,English,Common,7312,20778
1,"Hakim, Loreweaver","Hakim, Loreweaver",Mirage,68,MIR,Normal,Near Mint,English,Rare,5092,12527
4,Hammerhead Shark,Hammerhead Shark,Stronghold,32,STH,Normal,Near Mint,English,Common,5352,18863
1,Harbor Guardian,Harbor Guardian,Mirage,266,MIR,Normal,Near Mint,English,Uncommon,5096,12559
4,Harmonic Convergence,Harmonic Convergence,Urza's Legacy,103,ULG,Normal,Near Mint,English,Uncommon,6324,19820
1,Harrow,Harrow,Tempest,230,TMP,Normal,Near Mint,English,Uncommon,5579,19087
3,Harrow,Harrow,Invasion,189,INV,Normal,Near Mint,English,Common,7515,20977
1,Hatred,Hatred,Exodus,64,EXO,Normal,Near Mint,English,Rare,4332,18229
2,Haunting Misery,Haunting Misery,Weatherlight,71,WTH,Normal,Near Mint,English,Common,6043,19539
2,Havenwood Battleground,Havenwood Battleground,Fifth Edition,417,5ED,Normal,Near Mint,English,Uncommon,2188,16306
2,Havoc,Havoc,Tempest,181,TMP,Normal,Near Mint,English,Uncommon,5580,19088
2,Hawkeater Moth,Hawkeater Moth,Urza's Saga,259,USG,Normal,Near Mint,English,Uncommon,6902,20380
1,Hazerider Drake,Hazerider Drake,Mirage,268,MIR,Normal,Near Mint,English,Uncommon,5099,12583
4,Headlong Rush,Headlong Rush,Urza's Saga,198,USG,Normal,Near Mint,English,Common,6903,20381
1,Heal,Heal,Ice Age,30,ICE,Normal,Near Mint,English,Common,4718,18587
4,Healing Salve,Healing Salve,Urza's Saga,16,USG,Normal,Near Mint,English,Common,6904,20382
4,Healing Salve,Healing Salve,Revised Edition,22,3ED,Normal,Near Mint,English,Common,1441,15580
4,Heart Sliver,Heart Sliver,Tempest,182,TMP,Normal,Near Mint,English,Common,5581,19089
1,Hearth Charm,Hearth Charm,Visions,82,VIS,Normal,Near Mint,English,Common,5854,19350
3,Heartstone,Heartstone,Stronghold,134,STH,Normal,Near Mint,English,Uncommon,5353,18864
1,Heartwood Dryad,Heartwood Dryad,Tempest,231,TMP,Normal,Near Mint,English,Common,5582,19090
3,Heat of Battle,Heat of Battle,Stronghold,88,STH,Normal,Near Mint,English,Uncommon,5354,18865
4,Heat Ray,Heat Ray,Urza's Saga,199,USG,Normal,Near Mint,English,Common,6905,20383
1,Heat Stroke,Heat Stroke,Weatherlight,107,WTH,Normal,Near Mint,English,Rare,6045,19541
3,Heavy Ballista,Heavy Ballista,Weatherlight,17,WTH,Normal,Near Mint,English,Common,6046,19542
2,Helionaut,Helionaut,Apocalypse,13,APC,Normal,Near Mint,English,Common,7967,21408
1,Helm of Possession,Helm of Possession,Tempest,291,TMP,Normal,Near Mint,English,Rare,5585,19093
1,Henge of Ramos,Henge of Ramos,Mercadian Masques,318,MMQ,Normal,Near Mint,English,Uncommon,6552,20045
3,Herald of Serra,Herald of Serra,Urza's Saga,17,USG,Normal,Near Mint,English,Rare,6906,20384
4,Hermetic Study,Hermetic Study,Urza's Saga,78,USG,Normal,Near Mint,English,Common,6907,20385
3,Hermit Druid,Hermit Druid,Stronghold,108,STH,Normal,Near Mint,English,Rare,5355,18866
4,Hero's Resolve,Hero's Resolve,Tempest,23,TMP,Normal,Near Mint,English,Common,5586,19094
1,Hero's Resolve,Hero's Resolve,Classic Sixth Edition,24,6ED,Normal,Near Mint,English,Common,2604,16707
4,Hesitation,Hesitation,Stronghold,33,STH,Normal,Near Mint,English,Uncommon,5356,18867
3,Hibernation,Hibernation,Urza's Saga,79,USG,Normal,Near Mint,English,Uncommon,6908,20386
1,Hibernation,Hibernation,7th Edition,79,7ED,Normal,Near Mint,English,Uncommon,2943,17031
1,Hidden Ancients,Hidden Ancients,Urza's Saga,260,USG,Normal,Near Mint,English,Uncommon,6909,20387
1,Hidden Gibbons,Hidden Gibbons,Urza's Legacy,104,ULG,Normal,Near Mint,English,Rare,6325,19821
2,Hidden Guerrillas,Hidden Guerrillas,Urza's Saga,261,USG,Normal,Near Mint,English,Uncommon,6910,20388
1,Hidden Herd,Hidden Herd,Urza's Saga,262,USG,Normal,Near Mint,English,Rare,6911,20389
4,Hidden Spider,Hidden Spider,Urza's Saga,264,USG,Normal,Near Mint,English,Common,6913,20391
4,High Ground,High Ground,Exodus,7,EXO,Normal,Near Mint,English,Uncommon,4333,18230
1,High Tide,High Tide,Fallen Empires,18a,FEM,Normal,Near Mint,English,Common,3667,17675
7,High Tide (Coral),High Tide,Fallen Empires,18c,FEM,Normal,Near Mint,English,Common,18212,116394
2,Hill Giant,Hill Giant,7th Edition,196,7ED,Normal,Near Mint,English,Common,2944,17032
3,Hill Giant,Hill Giant,Fourth Edition,201,4ED,Normal,Near Mint,English,Common,1784,15913
3,Hipparion,Hipparion,Ice Age,31,ICE,Normal,Near Mint,English,Uncommon,4721,18590
