Quantity,Name,Simple Name,Set,Card Number,Set Code,Printing,Condition,Language,Rarity,Product ID,SKU
3,Electrozoa,Electrozoa,Modern Horizons 3,60,MH3,Normal,Near Mint,English,Common,553173,7957259
1,"Elesh Norn, Grand Cenobite","Elesh Norn, Grand Cenobite",March of the Machine: Multiverse Legends,3,MUL,Normal,Near Mint,English,Mythic,490355,7044126
1,"Elesh Norn, Mother of Machines","Elesh Norn, Mother of Machines",Phyrexia: All Will Be One,10,ONE,Normal,Near Mint,English,Mythic,475507,6911350
1,Elvish Archivist,Elvish Archivist,Wilds of Eldraine,168,WOE,Normal,Near Mint,English,Rare,512377,7360732
1,Elvish Hydromancer,Elvish Hydromancer,Dominaria United,162,DMU,Normal,Near Mint,English,Uncommon,283376,5767876
1,Embereth Veteran,Embereth Veteran,Wilds of Eldraine,127,WOE,Normal,Near Mint,English,Uncommon,512174,7355887
1,Emberheart Challenger,Emberheart Challenger,Bloomburrow,133,BLB,Foil,Near Mint,English,Rare,559076,8037071
1,Emperor of Bones (Extended Art),Emperor of Bones,Modern Horizons 3,453,MH3,Normal,Near Mint,English,Rare,552663,7940767
2,"Emrakul, the World Anew","Emrakul, the World Anew",Modern Horizons 3,6,MH3,Foil,Near Mint,English,Mythic,541268,7789617
1,Encroaching Mycosynth,Encroaching Mycosynth,Phyrexia: All Will Be One,47,ONE,Normal,Near Mint,English,Rare,478437,6934509
1,Energy Field,Energy Field,The List Reprints,USG-73,LIST,Normal,Near Mint,English,Rare,203950,4272308
1,Enlightened Maniac,Enlightened Maniac,Eldritch Moon,58,EMN,Normal,Near Mint,English,Common,120484,3158761
1,Enterprising Scallywag,Enterprising Scallywag,The Lost Caverns of Ixalan,148,LCI,Normal,Near Mint,English,Uncommon,525162,7517849
1,Entish Restoration,Entish Restoration,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,163,LTR,Foil,Near Mint,English,Uncommon,499221,7190498
1,Envoy of Okinec Ahau,Envoy of Okinec Ahau,The Lost Caverns of Ixalan,11,LCI,Normal,Near Mint,English,Common,526290,7547732
1,Esper Sentinel (Retro Frame),Esper Sentinel,Modern Horizons 2,2,MH2,Normal,Near Mint,English,Rare,552319,7927949
1,Estrid's Invocation,Estrid's Invocation,Modern Horizons 3,269,MH3,Normal,Near Mint,English,Rare,552726,7942974
1,Everlasting Lich (No PW Symbol),Everlasting Lich,Mystery Booster: Convention Edition Exclusives,41,CMB1,Normal,Near Mint,English,Special,247032,5152375
1,Eviscerator's Insight,Eviscerator's Insight,Modern Horizons 3,93,MH3,Normal,Near Mint,English,Common,552853,7948305
3,Evolution Witness,Evolution Witness,Modern Horizons 3,151,MH3,Normal,Near Mint,English,Common,552324,7928259
2,Evolution Witness,Evolution Witness,Modern Horizons 3,151,MH3,Foil,Near Mint,English,Common,552324,7928264
1,Expand the Sphere,Expand the Sphere,Phyrexia: All Will Be One,168,ONE,Normal,Near Mint,English,Uncommon,478690,6942556
1,Expedition Raptor,Expedition Raptor,Oath of the Gatewatch,18,OGW,Normal,Near Mint,English,Common,111033,3044166
1,Expel the Interlopers,Expel the Interlopers,Promo Pack: Wilds of Eldraine,13p,PPWOE,Normal,Near Mint,English,Rare,514298,7410801
1,Expel the Interlopers,Expel the Interlopers,Wilds of Eldraine,13,WOE,Normal,Near Mint,English,Rare,512298,7358897
2,Expel the Unworthy,Expel the Unworthy,Modern Horizons 3,25,MH3,Normal,Near Mint,English,Common,552807,7944933
1,Exuberant Fuseling,Exuberant Fuseling,Phyrexia: All Will Be One,129,ONE,Normal,Near Mint,English,Uncommon,478972,6948428
1,Eye of Malcator,Eye of Malcator,Phyrexia: All Will Be One,50,ONE,Normal,Near Mint,English,Common,479557,6960779
1,Eye of Yawgmoth,Eye of Yawgmoth,The List Reprints,NEM-129,LIST,Normal,Near Mint,English,Rare,454150,6734351
2,Fabled Passage,Fabled Passage,Bloomburrow,252,BLB,Foil,Near Mint,English,Rare,559476,8041699
1,Faerie Mechanist,Faerie Mechanist,Double Masters,50,2XM,Normal,Near Mint,English,Common,219564,4520755
1,Failed Conversion,Failed Conversion,March of the Machine,103,MOM,Normal,Near Mint,English,Common,491711,7085216
1,Faithful Watchdog,Faithful Watchdog,Modern Horizons 3,185,MH3,Normal,Near Mint,English,Common,553317,7963559
1,Family Reunion,Family Reunion,The Lost Caverns of Ixalan,13,LCI,Normal,Near Mint,English,Common,526362,7551932
6,Fanged Flames,Fanged Flames,Modern Horizons 3,118,MH3,Normal,Near Mint,English,Common,553254,7960019
1,Feed the Cycle,Feed the Cycle,Bloomburrow,94,BLB,Normal,Near Mint,English,Uncommon,559509,8043589
1,Feed the Infection,Feed the Infection,Phyrexia: All Will Be One,93,ONE,Normal,Near Mint,English,Uncommon,478811,6945010
1,Fell the Profane,Fell the Profane,Modern Horizons 3,244,MH3,Normal,Near Mint,English,Uncommon,552580,7936345
3,Fetid Gargantua,Fetid Gargantua,Modern Horizons 3,94,MH3,Normal,Near Mint,English,Common,553226,7959159
1,Fierce Retribution,Fierce Retribution,Outlaws of Thunder Junction: Breaking News,2,OTP,Foil,Near Mint,English,Uncommon,544834,7844135
1,Fiery Hellhound,Fiery Hellhound,Magic Origins,284,ORI,Normal,Near Mint,English,Common,100437,2900981
2,Finch Formation,Finch Formation,Bloomburrow,50,BLB,Normal,Near Mint,English,Common,558689,8031760
1,Fireball,Fireball,Archenemy,37,ARC,Normal,Near Mint,English,Uncommon,37135,397005
1,Fires of Victory,Fires of Victory,Dominaria United,123,DMU,Normal,Near Mint,English,Uncommon,283152,5761682
1,"Firja, Judge of Valor","Firja, Judge of Valor",March of the Machine: Multiverse Legends,40,MUL,Normal,Near Mint,English,Uncommon,491421,7073710
1,Flare of Malice,Flare of Malice,Modern Horizons 3,95,MH3,Normal,Near Mint,English,Rare,552274,7924789
1,Flensing Raptor,Flensing Raptor,Phyrexia: All Will Be One,12,ONE,Normal,Near Mint,English,Common,479615,6965159
1,Fling,Fling,The List Reprints,AKH-132,LIST,Normal,Near Mint,English,Common,204533,4275195
1,Flowstone Kavu,Flowstone Kavu,Dominaria United,125,DMU,Normal,Near Mint,English,Common,283665,5780985
1,Fog,Fog,The List Reprints,EMA-167,LIST,Normal,Near Mint,English,Common,203295,4268843
1,Fog,Fog,Eternal Masters,167,EMA,Normal,Near Mint,English,Common,118683,3146562
1,Founding the Third Path,Founding the Third Path,Dominaria United,50,DMU,Normal,Near Mint,English,Uncommon,283406,5768990
1,Fragmentize,Fragmentize,The List Reprints,KLD-14,LIST,Normal,Near Mint,English,Common,203095,4267843
1,Frantic Firebolt,Frantic Firebolt,Wilds of Eldraine,130,WOE,Normal,Near Mint,English,Common,513343,7383819
1,Fraying Sanity,Fraying Sanity,Wilds of Eldraine: Enchanting Tales,19,WOT,Normal,Near Mint,English,Rare,512604,7367942
1,Frilled Sparkshooter,Frilled Sparkshooter,Bloomburrow,136,BLB,Foil,Near Mint,English,Common,559080,8037311
1,Frolicking Familiar,Frolicking Familiar,Wilds of Eldraine,226,WOE,Normal,Near Mint,English,Uncommon,512186,7356172
1,Frostfist Strider,Frostfist Strider,Dominaria United,51,DMU,Normal,Near Mint,English,Uncommon,283095,5758533
1,Fungal Fortitude,Fungal Fortitude,The Lost Caverns of Ixalan,106,LCI,Normal,Near Mint,English,Common,526316,7549532
2,Furious Bellow,Furious Bellow,Dominaria United,126,DMU,Normal,Near Mint,English,Common,283674,5781575
1,Furnace Punisher,Furnace Punisher,Phyrexia: All Will Be One,132,ONE,Normal,Near Mint,English,Uncommon,478953,6947465
1,Galvanic Discharge,Galvanic Discharge,Modern Horizons 3,122,MH3,Normal,Near Mint,English,Common,552669,7941168
1,Gargantuan Leech,Gargantuan Leech,The Lost Caverns of Ixalan,107,LCI,Normal,Near Mint,English,Uncommon,525199,7519222
1,Gaseous Form,Gaseous Form,Eternal Masters,51,EMA,Normal,Near Mint,English,Common,118726,3146992
1,General Ferrous Rokiric,General Ferrous Rokiric,Modern Horizons 2,198,MH2,Normal,Near Mint,English,Rare,239828,4973296
2,"Genku, Future Shaper","Genku, Future Shaper",Modern Horizons 3,186,MH3,Normal,Near Mint,English,Rare,552318,7927869
1,"Genku, Future Shaper (Borderless)","Genku, Future Shaper",Modern Horizons 3,373,MH3,Normal,Near Mint,English,Rare,552388,7932459
1,Geological Appraiser,Geological Appraiser,The Lost Caverns of Ixalan,150,LCI,Foil,Near Mint,English,Uncommon,524178,7499288
1,Geological Appraiser,Geological Appraiser,The Lost Caverns of Ixalan,150,LCI,Normal,Near Mint,English,Uncommon,524178,7499283
1,Get Lost (Borderless),Get Lost,The Lost Caverns of Ixalan,333,LCI,Normal,Near Mint,English,Rare,524812,7512565
1,"Gev, Scaled Scorch","Gev, Scaled Scorch",Bloomburrow,214,BLB,Normal,Near Mint,English,Rare,559632,8046630
1,Ghalta and Mavren (MOM Bundle),Ghalta and Mavren,Unique and Miscellaneous Promos,386,UMP,Foil,Near Mint,English,Rare,484598,7008704
1,Gift of Compleation,Gift of Compleation,March of the Machine,106,MOM,Normal,Near Mint,English,Uncommon,490634,7058602
1,Gift of Growth,Gift of Growth,Dominaria,163,DOM,Normal,Near Mint,English,Common,162227,3614539
1,Gift of the Viper,Gift of the Viper,Modern Horizons 3,156,MH3,Foil,Near Mint,English,Common,553321,7963884
1,Gift of the Viper,Gift of the Viper,Modern Horizons 3,156,MH3,Normal,Near Mint,English,Common,553321,7963879
1,"Gimli, Counter of Kills (Showcase)","Gimli, Counter of Kills",Universes Beyond: The Lord of the Rings: Tales of Middle-earth,312,LTR,Normal,Near Mint,English,Uncommon,498738,7184755
3,Glasswing Grace,Glasswing Grace,Modern Horizons 3,254,MH3,Normal,Near Mint,English,Uncommon,552644,7939405
1,Gleeful Sabotage,Gleeful Sabotage,Shadowmoor,116,SHM,Normal,Near Mint,English,Common,18645,116827
3,Glidedive Duo,Glidedive Duo,Bloomburrow,96,BLB,Normal,Near Mint,English,Common,559151,8039993
1,Glimpse the Impossible,Glimpse the Impossible,Modern Horizons 3,124,MH3,Normal,Near Mint,English,Common,552276,7924949
1,Glissa Sunslayer (Showcase),Glissa Sunslayer,Phyrexia: All Will Be One,318,ONE,Normal,Near Mint,English,Rare,478329,6931823
2,Glistening Deluge,Glistening Deluge,March of the Machine,107,MOM,Normal,Near Mint,English,Uncommon,490594,7056212
1,Glorifier of Suffering,Glorifier of Suffering,The Lost Caverns of Ixalan,15,LCI,Normal,Near Mint,English,Common,526371,7552582
1,Gluttonous Hellkite (Extended Art),Gluttonous Hellkite,Commander: Modern Horizons 3,73,M3C,Normal,Near Mint,English,Rare,553778,7970322
1,Gnottvold Hermit,Gnottvold Hermit,March of the Machine,188,MOM,Normal,Near Mint,English,Uncommon,490511,7052916
1,Goblin Motivator,Goblin Motivator,Magic Game Night: Free-For-All,80,GN3,Normal,Near Mint,English,Common,448511,6642642
2,Goblin Tomb Raider,Goblin Tomb Raider,The Lost Caverns of Ixalan,151,LCI,Normal,Near Mint,English,Common,526337,7550142
1,Goldfury Strider,Goldfury Strider,The Lost Caverns of Ixalan,152,LCI,Normal,Near Mint,English,Uncommon,524418,7509894
1,Goldwarden's Helm,Goldwarden's Helm,Phyrexia: All Will Be One,13,ONE,Normal,Near Mint,English,Common,479607,6964519
1,"Gonti, Lord of Luxury","Gonti, Lord of Luxury",Commander: Adventures in the Forgotten Realms,100,AFC,Normal,Near Mint,English,Rare,243865,5096939
2,Gossip's Talent,Gossip's Talent,Bloomburrow,51,BLB,Normal,Near Mint,English,Uncommon,559136,8039163
1,Graceful Takedown,Graceful Takedown,Wilds of Eldraine,171,WOE,Normal,Near Mint,English,Uncommon,513011,7377371
1,Grapeshot,Grapeshot,Time Spiral: Remastered,166,TSR,Normal,Near Mint,English,Common,233919,4806926
1,Grasp of Fate,Grasp of Fate,Wilds of Eldraine: Enchanting Tales,3,WOT,Normal,Near Mint,English,Uncommon,512597,7367382
1,Gravedig,Gravedig,Modern Horizons 3,96,MH3,Normal,Near Mint,English,Common,552851,7948145
1,Grey Havens Navigator,Grey Havens Navigator,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,53,LTR,Foil,Near Mint,English,Common,499953,7216173
2,Griffin Protector,Griffin Protector,Dominaria United,18,DMU,Normal,Near Mint,English,Common,283653,5780035
1,Grim Servant,Grim Servant,Modern Horizons 3,97,MH3,Normal,Near Mint,English,Uncommon,552280,7925269
1,Ground Seal,Ground Seal,Wilds of Eldraine: Enchanting Tales,54,WOT,Normal,Near Mint,English,Uncommon,512611,7368577
1,Guardian of the Forgotten,Guardian of the Forgotten,Modern Horizons 3,28,MH3,Normal,Near Mint,English,Uncommon,552828,7946455
1,Guardian of the Great Door,Guardian of the Great Door,The Lost Caverns of Ixalan,16,LCI,Normal,Near Mint,English,Uncommon,525280,7523405
1,"Gyruda, Doom of Depths","Gyruda, Doom of Depths",March of the Machine: Multiverse Legends,42,MUL,Normal,Near Mint,English,Rare,491385,7072270
1,Hamlet Glutton,Hamlet Glutton,Wilds of Eldraine,173,WOE,Normal,Near Mint,English,Common,513929,7403222
1,Hammerhand,Hammerhand,Magic 2015 (M15),147,M15,Normal,Near Mint,English,Common,91315,1231943
1,Hardy Veteran,Hardy Veteran,Rivals of Ixalan,132,RIX,Normal,Near Mint,English,Common,155773,3569824
1,Hazardous Blast,Hazardous Blast,Phyrexia: All Will Be One,135,ONE,Foil,Near Mint,English,Common,479598,6963804
1,Hazardroot Herbalist,Hazardroot Herbalist,Bloomburrow,174,BLB,Normal,Near Mint,English,Uncommon,559483,8042049
1,Hazel's Nocturne,Hazel's Nocturne,Bloomburrow,97,BLB,Normal,Near Mint,English,Uncommon,559510,8043649
1,Head of the Homestead,Head of the Homestead,Bloomburrow,216,BLB,Normal,Near Mint,English,Common,558434,8027451
1,Healer's Flock,Healer's Flock,Modern Horizons 2,16,MH2,Normal,Near Mint,English,Uncommon,240419,5002891
1,Heaped Harvest,Heaped Harvest,Bloomburrow,175,BLB,Normal,Near Mint,English,Common,559774,8051523
1,Hearth Elemental,Hearth Elemental,Wilds of Eldraine,136,WOE,Normal,Near Mint,English,Uncommon,513331,7383024
1,Herd Migration (DMU Bundle),Herd Migration,Unique and Miscellaneous Promos,429,UMP,Foil,Near Mint,English,Rare,282802,5746441
1,Hermitic Nautilus,Hermitic Nautilus,The Lost Caverns of Ixalan,58,LCI,Normal,Near Mint,English,Uncommon,525137,7516454
1,Heroic Charge,Heroic Charge,Dominaria United,20,DMU,Foil,Near Mint,English,Common,283669,5781310
1,Hexbane Tortoise,Hexbane Tortoise,Dominaria United,166,DMU,Normal,Near Mint,English,Common,283647,5779555
1,Hexgold Slash,Hexgold Slash,Phyrexia: All Will Be One,137,ONE,Normal,Near Mint,English,Common,478383,6933061
3,Hexgold Slith,Hexgold Slith,Modern Horizons 3,30,MH3,Normal,Near Mint,English,Common,553136,7955679
1,Hidden Cataract,Hidden Cataract,The Lost Caverns of Ixalan,273,LCI,Normal,Near Mint,English,Land,524179,7499363
1,Hidden Grotto,Hidden Grotto,Bloomburrow,254,BLB,Normal,Near Mint,English,Common,559050,8035506
1,Hidden Necropolis,Hidden Necropolis,The Lost Caverns of Ixalan,275,LCI,Normal,Near Mint,English,Land,524173,7498913
1,Hidden Volcano,Hidden Volcano,The Lost Caverns of Ixalan,277,LCI,Normal,Near Mint,English,Land,524187,7499903
2,Hit the Mother Lode,Hit the Mother Lode,The Lost Caverns of Ixalan,153,LCI,Normal,Near Mint,English,Rare,524180,7499443
1,Hit the Mother Lode (LCI Bundle),Hit the Mother Lode,Unique and Miscellaneous Promos,404,UMP,Foil,Near Mint,English,Promo,524296,7505888
1,Hivespine Wolverine,Hivespine Wolverine,Bloomburrow,177,BLB,Normal,Near Mint,English,Uncommon,559075,8037006
1,Honored Dreyleader,Honored Dreyleader,Bloomburrow,178,BLB,Normal,Near Mint,English,Uncommon,559634,8046700
1,Hopeful Vigil,Hopeful Vigil,Wilds of Eldraine,17,WOE,Normal,Near Mint,English,Common,514016,7405947
1,Horn of the Mark,Horn of the Mark,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,241,LTR,Foil,Near Mint,English,Rare,499294,7192344
1,Horrific Assault,Horrific Assault,Modern Horizons 3,157,MH3,Normal,Near Mint,English,Common,553322,7963959
1,Hound of the Farbogs,Hound of the Farbogs,The List Reprints,SOI-117,LIST,Normal,Near Mint,English,Common,204275,4273910
1,Hound of the Farbogs,Hound of the Farbogs,Shadows over Innistrad,117,SOI,Normal,Near Mint,English,Common,116408,3102706
2,Hoverstone Pilgrim,Hoverstone Pilgrim,The Lost Caverns of Ixalan,254,LCI,Normal,Near Mint,English,Uncommon,525353,7525038
1,Hulking Devil,Hulking Devil,The List Reprints,SOI-165,LIST,Normal,Near Mint,English,Common,204675,4275905
1,Hunter's Blowgun,Hunter's Blowgun,The Lost Caverns of Ixalan,255,LCI,Normal,Near Mint,English,Common,526300,7548462
1,Hunter's Talent,Hunter's Talent,Bloomburrow,179,BLB,Foil,Near Mint,English,Uncommon,558387,8024776
2,Hurler Cyclops,Hurler Cyclops,Dominaria United,130,DMU,Normal,Near Mint,English,Uncommon,283165,5762617
1,Hydroelectric Specimen,Hydroelectric Specimen,Modern Horizons 3,240,MH3,Foil,Near Mint,English,Uncommon,553181,7957544
1,Hylda of the Icy Crown,Hylda of the Icy Crown,Promo Pack: Wilds of Eldraine,206p,PPWOE,Normal,Near Mint,English,Mythic,514303,7411201
1,Hypnotic Sprite,Hypnotic Sprite,Commander: Wilds of Eldraine,96,WOC,Normal,Near Mint,English,Uncommon,513673,7393177
1,Ichor Drinker,Ichor Drinker,March of the Machine,111,MOM,Foil,Near Mint,English,Common,491337,7069995
1,Ichor Shade,Ichor Shade,March of the Machine,112,MOM,Normal,Near Mint,English,Common,491713,7085408
3,Idol of the Deep King,Idol of the Deep King,The Lost Caverns of Ixalan,155,LCI,Normal,Near Mint,English,Common,524283,7505193
2,Indebted Spirit,Indebted Spirit,Modern Horizons 3,31,MH3,Normal,Near Mint,English,Uncommon,553139,7955799
1,Infectious Bite,Infectious Bite,Phyrexia: All Will Be One,172,ONE,Normal,Near Mint,English,Uncommon,479034,6950319
1,Infernal Captor,Infernal Captor,Modern Horizons 3,125,MH3,Normal,Near Mint,English,Common,553262,7960299
1,Innkeeper's Talent,Innkeeper's Talent,Bloomburrow,180,BLB,Normal,Near Mint,English,Rare,558695,8032120
1,Inquisition of Kozilek,Inquisition of Kozilek,Modern Masters 2017,75,MM3,Normal,Near Mint,English,Uncommon,128476,3316467
1,Inspired Charge,Inspired Charge,March of the Machine,19,MOM,Foil,Near Mint,English,Common,491716,7085653
1,Inspired Inventor,Inspired Inventor,Modern Horizons 3,32,MH3,Normal,Near Mint,English,Common,553143,7955939
2,Into the Flood Maw,Into the Flood Maw,Bloomburrow,52,BLB,Normal,Near Mint,English,Uncommon,559137,8039223
1,Intrepid Rabbit,Intrepid Rabbit,Bloomburrow,17,BLB,Foil,Near Mint,English,Common,559738,8049695
2,Invasion of Dominaria,Invasion of Dominaria,March of the Machine,21,MOM,Normal,Near Mint,English,Uncommon,490488,7051106
1,Invasion of Innistrad,Invasion of Innistrad,March of the Machine,115,MOM,Normal,Near Mint,English,Mythic,490635,7058682
2,Invasion of Kamigawa,Invasion of Kamigawa,March of the Machine,62,MOM,Normal,Near Mint,English,Uncommon,490637,7058842
1,Invasion of Vryn,Invasion of Vryn,March of the Machine,64,MOM,Foil,Near Mint,English,Uncommon,491207,7065070
1,Invasion of Vryn,Invasion of Vryn,March of the Machine,64,MOM,Normal,Near Mint,English,Uncommon,491207,7065065
1,Inventor's Axe,Inventor's Axe,Modern Horizons 3,126,MH3,Normal,Near Mint,English,Common,553269,7960619
2,Inverted Iceberg,Inverted Iceberg,The Lost Caverns of Ixalan,60,LCI,Normal,Near Mint,English,Common,526423,7555207
1,Ironpaw Aspirant,Ironpaw Aspirant,The Lost Caverns of Ixalan,18,LCI,Normal,Near Mint,English,Common,526310,7549122
1,It That Heralds the End,It That Heralds the End,Modern Horizons 3,9,MH3,Normal,Near Mint,English,Uncommon,548595,7901117
1,"Itzquinth, Firstborn of Gishath","Itzquinth, Firstborn of Gishath",The Lost Caverns of Ixalan,230,LCI,Normal,Near Mint,English,Uncommon,526279,7546852
1,Jade Avenger (Showcase),Jade Avenger,Modern Horizons 2,356,MH2,Normal,Near Mint,English,Common,239822,4972636
1,Jawbone Duelist,Jawbone Duelist,Phyrexia: All Will Be One,18,ONE,Normal,Near Mint,English,Uncommon,478625,6941179
1,Jeering Homunculus,Jeering Homunculus,Conspiracy: Take the Crown,33,CN2,Normal,Near Mint,English,Common,121428,3192447
2,Join the Dead,Join the Dead,The Lost Caverns of Ixalan,110,LCI,Normal,Near Mint,English,Common,526349,7551032
1,Jolted Awake,Jolted Awake,Modern Horizons 3,33,MH3,Normal,Near Mint,English,Common,553147,7956079
1,Juniper Order Rootweaver,Juniper Order Rootweaver,Dominaria United,22,DMU,Normal,Near Mint,English,Common,283270,5766372
1,"Juri, Master of the Revue","Juri, Master of the Revue",March of the Machine: Multiverse Legends,46,MUL,Normal,Near Mint,English,Uncommon,491845,7094455
3,Kami of Jealous Thirst,Kami of Jealous Thirst,Modern Horizons 3,98,MH3,Normal,Near Mint,English,Common,552714,7942014
1,Karmic Guide,Karmic Guide,Modern Horizons 2,263,MH2,Normal,Near Mint,English,Rare,240134,4983182
1,Karplusan Forest,Karplusan Forest,Dominaria United,250,DMU,Normal,Near Mint,English,Rare,282787,5745391
1,Karsus Depthguard,Karsus Depthguard,March of the Machine,150,MOM,Foil,Near Mint,English,Common,491723,7086138
2,"Kastral, the Windcrested (Showcase)","Kastral, the Windcrested",Bloomburrow,335,BLB,Foil,Near Mint,English,Rare,558335,8021984
1,"Kaya, Intangible Slayer (Borderless)","Kaya, Intangible Slayer",Phyrexia: All Will Be One,341,ONE,Normal,Near Mint,English,Rare,478333,6932113
1,Keldon Overseer,Keldon Overseer,Dominaria,134,DOM,Normal,Near Mint,English,Common,162172,3613989
1,Kellan's Lightblades,Kellan's Lightblades,Wilds of Eldraine,18,WOE,Normal,Near Mint,English,Common,513338,7383449
1,Khenra Spellspear,Khenra Spellspear,March of the Machine,151,MOM,Normal,Near Mint,English,Uncommon,490762,7060693
2,Kindlespark Duo,Kindlespark Duo,Bloomburrow,142,BLB,Normal,Near Mint,English,Common,559126,8038563
1,Knight of Doves,Knight of Doves,Wilds of Eldraine,19,WOE,Normal,Near Mint,English,Uncommon,512200,7356692
1,Knighted Myr,Knighted Myr,Modern Horizons 2,17,MH2,Normal,Near Mint,English,Common,240408,5002001
1,Knightfisher,Knightfisher,Bloomburrow,55,BLB,Normal,Near Mint,English,Uncommon,559138,8039283
1,Kor Bladewhirl,Kor Bladewhirl,Battle for Zendikar,34,BFZ,Normal,Near Mint,English,Uncommon,105629,2956936
1,Kor Firewalker,Kor Firewalker,Masters 25,21,A25,Normal,Near Mint,English,Uncommon,161435,3608822
1,Korvold and the Noble Thief,Korvold and the Noble Thief,Wilds of Eldraine,139,WOE,Normal,Near Mint,English,Uncommon,512655,7370920
1,"Koth, Fire of Resistance (Borderless)","Koth, Fire of Resistance",Phyrexia: All Will Be One,338,ONE,Normal,Near Mint,English,Rare,475548,6913710
1,Krenko's Enforcer,Krenko's Enforcer,Magic 2015 (M15),152,M15,Normal,Near Mint,English,Common,91117,1229232
1,"K'rrik, Son of Yawgmoth","K'rrik, Son of Yawgmoth",Commander 2019,18,C19,Normal,Near Mint,English,Rare,196427,4156873
1,Kuldotha Cackler,Kuldotha Cackler,Phyrexia: All Will Be One,139,ONE,Normal,Near Mint,English,Common,479601,6964039
1,Kutzil's Flanker,Kutzil's Flanker,The Lost Caverns of Ixalan,20,LCI,Normal,Near Mint,English,Rare,525619,7528733
1,Lantern of Insight,Lantern of Insight,The List Reprints,5DN-135,LIST,Normal,Near Mint,English,Uncommon,210388,6998778
1,Lazotep Quarry (Extended Art),Lazotep Quarry,Commander: Modern Horizons 3,79,M3C,Normal,Near Mint,English,Rare,553525,7966233
1,Learned Learner,Learned Learner,Mystery Booster: Convention Edition Exclusives,25,CMB1,Normal,Near Mint,English,Special,202755,4266142
1,Legion Leadership,Legion Leadership,Modern Horizons 3,255,MH3,Normal,Near Mint,English,Uncommon,552649,7939805
1,Lens Flare,Lens Flare,Modern Horizons 2,20,MH2,Normal,Near Mint,English,Common,240427,5003451
1,Lethal Throwdown,Lethal Throwdown,Modern Horizons 3,99,MH3,Normal,Near Mint,English,Uncommon,552836,7947095
1,Lieutenants of the Guard,Lieutenants of the Guard,The List Reprints,CN2-16,LIST,Normal,Near Mint,English,Common,203164,4268188
2,Lifecreed Duo,Lifecreed Duo,Bloomburrow,20,BLB,Normal,Near Mint,English,Common,558686,8031580
1,Lightning Greaves,Lightning Greaves,Commander 2019,217,C19,Normal,Near Mint,English,Uncommon,196633,4158433
3,Lightshell Duo,Lightshell Duo,Bloomburrow,56,BLB,Normal,Near Mint,English,Common,559048,8035386
1,Liliana of the Dark Realms (Borderless),Liliana of the Dark Realms,Commander: Bloomburrow,78,BLC,Normal,Near Mint,English,Mythic,558411,8026281
1,Lilypad Village,Lilypad Village,Bloomburrow,255,BLB,Normal,Near Mint,English,Uncommon,558605,8030454
1,Lilypad Village,Lilypad Village,Bloomburrow,255,BLB,Foil,Near Mint,English,Uncommon,558605,8030459
1,Lilysplash Mentor,Lilysplash Mentor,Bloomburrow,222,BLB,Normal,Near Mint,English,Uncommon,558339,8022059
1,Linebreaker Baloth,Linebreaker Baloth,Dominaria United,168,DMU,Normal,Near Mint,English,Uncommon,283417,5769570
1,Linebreaker Baloth,Linebreaker Baloth,Dominaria United,168,DMU,Foil,Near Mint,English,Uncommon,283417,5769575
3,Lodestone Needle,Lodestone Needle,The Lost Caverns of Ixalan,62,LCI,Normal,Near Mint,English,Uncommon,525287,7523965
3,Longstalk Brawl,Longstalk Brawl,Bloomburrow,182,BLB,Normal,Near Mint,English,Common,558697,8032240
1,Lord of the Accursed,Lord of the Accursed,Commander: Innistrad: Midnight Hunt,124,MIC,Normal,Near Mint,English,Uncommon,248771,5201213
1,Lord Skitter's Butcher,Lord Skitter's Butcher,Wilds of Eldraine,99,WOE,Foil,Near Mint,English,Uncommon,512511,7364182
1,"Louvaq, the Aberrant (No PW Symbol)","Louvaq, the Aberrant",Mystery Booster: Convention Edition Exclusives,95,CMB1,Normal,Near Mint,English,Special,247002,5152225
1,"Lukka, Bound to Ruin (Borderless)","Lukka, Bound to Ruin",Phyrexia: All Will Be One,342,ONE,Normal,Near Mint,English,Mythic,478334,6932193
2,Magmatic Galleon,Magmatic Galleon,The Lost Caverns of Ixalan,157,LCI,Normal,Near Mint,English,Rare,525168,7518329
1,Magmatic Sprinter,Magmatic Sprinter,Phyrexia: All Will Be One,140,ONE,Normal,Near Mint,English,Uncommon,478933,6946990
1,Magus of the Moat,Magus of the Moat,Future Sight,12,FUT,Normal,Near Mint,English,Rare,14934,26415
2,"Maha, Its Feathers Night (Borderless)","Maha, Its Feathers Night",Bloomburrow,289,BLB,Normal,Near Mint,English,Mythic,558341,8022129
1,Malamet Brawler,Malamet Brawler,The Lost Caverns of Ixalan,199,LCI,Normal,Near Mint,English,Common,526343,7550622
1,Malcator's Watcher,Malcator's Watcher,Phyrexia: All Will Be One,58,ONE,Normal,Near Mint,English,Common,479571,6961899
3,Malevolent Rumble,Malevolent Rumble,Modern Horizons 3,161,MH3,Normal,Near Mint,English,Common,553328,7964439
2,Malicious Eclipse,Malicious Eclipse,The Lost Caverns of Ixalan,111,LCI,Normal,Near Mint,English,Uncommon,526192,7543197
